id,age,gender,nationality,device,colour,number,animal,userid,lastletter,firstletter,session
11,6,f,au,ipad,purple,6,b,6fauipadpurple6bN,N,,
12,31,m,au,pc,red,23,b,31maupcred23bas,a,s,
13,68,m,au,iphone,green,11,d,68mauiphonegreen11dLL,L,L,
14,46,f,au,galaxy,red,27,d,46faugalaxyred27dYM,Y,M,
15,65,f,au,laptop,blue,4,c,65faulaptopblue4cyr,y,r,
16,63,f,au,pc,fuchsia,21,c,63faupcfuchsia21cls,l,s,
17,34,m,au,pc,red,11,b,34maupcred11bGs,G,s,
18,59,f,au,ipad,azure,23,c,59fauipadazure23cNA,N,A,
19,22,f,au,laptop,azure,23,d,22faulaptopazure23dRI,R,I,
20,73,m,au,ipad,blue,1,b,73mauipadblue1bSP,S,P,
21,52,f,au,laptop,red,25,n,52faulaptopred25nOC,O,C,
22,22,o,au,pc,purple,73,d,22oaupcpurple73dDP,D,P,
23,22,f,au,laptop,plum,7,b,22faulaptopplum7bSP,S,P,
24,22,m,eu,pc,green,7,d,22meupcgreen7dcb,c,b,
25,63,f,au,laptop,purple,6,d,63faulaptoppurple6dKl,K,l,
26,63,f,au,pc,teal,2,d,63faupcteal2dcc,c,c,
27,19,m,au,pc,azure,27,d,19maupcazure27dMN,M,N,
28,63,f,au,laptop,purple,88,d,63faulaptoppurple88dsr,s,r,
29,62,m,au,laptop,white,2,pnts,62maulaptopwhite2pntskj,k,j,
30,56,m,au,pc,blue,98,b,56maupcblue98bSc,S,c,
31,56,f,eu,pc,yellow,1,b,56feupcyellow1bam,a,m,
32,56,f,eu,pc,yellow,1,b,56feupcyellow1bam,a,m,
33,64,f,au,laptop,azure,8,b,64faulaptopazure8bwl,w,l,
34,19,pnts,au,laptop,purple,99,b,19pntsaulaptoppurple99bus,u,s,
35,68,f,eu,laptop,aqua,42,b,68feulaptopaqua42bdc,d,c,
36,71,f,au,ipad,blue,7,d,71fauipadblue7dRB,R,B,
37,52,f,au,iphone,fuchsia,66,c,52fauiphonefuchsia66cNC,N,C,
38,22,f,au,laptop,purple,25,d,22faulaptoppurple25dsc,s,c,
39,40,f,au,pnts,green,2,pnts,40faupntsgreen2pntsRS,R,S,
40,53,m,au,pc,black,69,d,53maupcblack69dna,n,a,
41,20,o,au,laptop,crimson,60,b,20oaulaptopcrimson60bsc,s,c,
42,67,f,au,laptop,fuchsia,27,n,67faulaptopfuchsia27nkl,k,l,
43,61,m,au,pc,green,28,c,61maupcgreen28crc,r,c,
44,62,f,eu,laptop,aqua,50,b,62feulaptopaqua50bwr,w,r,
45,38,f,eu,iphone,blue,17,c,38feuiphoneblue17cCC,C,C,
46,49,f,au,laptop,yellow,2,c,49faulaptopyellow2cac,a,c,
47,69,f,au,pc,yellow,21,d,69faupcyellow21dMT,M,T,
48,75,f,au,laptop,green,4,pnts,75faulaptopgreen4pntsnf,n,f,
49,68,f,eu,laptop,aqua,3,d,68feulaptopaqua3dnp,n,p,
50,70,f,au,laptop,purple,45,c,70faulaptoppurple45cnc,n,c,
51,47,f,au,ipad,yellow,27,d,47fauipadyellow27dNC,N,C,
52,59,f,au,ipad,blue,7,d,59fauipadblue7dFP,F,P,
53,66,f,au,ipad,blue,21,b,66fauipadblue21bKC,K,C,
54,69,m,au,laptop,blue,42,c,69maulaptopblue42chs,h,s,
55,62,f,au,ipad,purple,5,d,62fauipadpurple5dCO,C,O,
56,53,f,au,iphone,purple,97,n,53fauiphonepurple97nYS,Y,S,
57,52,f,au,ipad,purple,19,d,52fauipadpurple19ddh,d,h,
58,75,m,au,pc,green,39,d,75maupcgreen39dNW,N,W,
59,50,f,eu,laptop,blue,3,d,50feulaptopblue3drs,r,s,
60,37,f,au,pc,teal,48,b,37faupcteal48bnM,n,M,
61,53,f,au,iphone,plum,73,d,53fauiphoneplum73dTT,T,T,
62,23,f,au,laptop,orange,6,d,23faulaptoporange6dAC,A,C,
63,74,f,au,laptop,teal,5,c,74faulaptopteal5csp,s,p,
64,55,f,au,ipad,fuchsia,25,n,55fauipadfuchsia25nSE,S,E,
65,69,m,au,pc,blue,13,c,69maupcblue13crm,r,m,
66,52,m,au,pc,blue,18,d,52maupcblue18dLP,L,P,
67,49,f,au,iphone,blue,5,d,49fauiphoneblue5dMP,M,P,
68,68,f,au,laptop,blue,7,c,68faulaptopblue7ccc,c,c,
69,42,f,au,iphone,magenta,7,c,42fauiphonemagenta7cMC,M,C,
70,56,f,au,laptop,teal,1,d,56faulaptopteal1dwp,w,p,
71,45,f,au,iphone,teal,4,d,45fauiphoneteal4dGL,G,L,
72,64,f,au,galaxy,red,5,n,64faugalaxyred5nit,i,t,
73,59,f,au,laptop,azure,9,d,59faulaptopazure9dhc,h,c,
74,61,f,au,pc,teal,25,d,61faupcteal25dmg,m,g,
75,57,f,au,ipad,green,13,d,57fauipadgreen13dMF,M,F,
76,49,f,au,laptop,purple,70,c,49faulaptoppurple70cGc,G,c,
77,64,f,au,pc,red,2,d,64faupcred2dnc,n,c,
78,40,m,au,ipad,blue,13,n,40mauipadblue13nAT,A,T,
79,62,f,au,pc,navy,43,d,62faupcnavy43dNC,N,C,
80,78,f,au,laptop,yellow,14,c,78faulaptopyellow14csp,s,p,
81,67,m,au,pc,blue,5,c,67maupcblue5cln,l,n,
82,72,f,au,laptop,blue,20,d,72faulaptopblue20dnP,n,P,
83,21,o,au,pc,blue,15,c,21oaupcblue15cmc,m,c,
84,81,f,au,pc,teal,21,d,81faupcteal21dsc,s,c,
85,55,f,au,laptop,yellow,4,d,55faulaptopyellow4dhp,h,p,
86,61,m,eu,laptop,blue,69,b,61meulaptopblue69bec,e,c,
87,62,f,au,laptop,blue,2,d,62faulaptopblue2dac,a,c,
88,54,f,au,laptop,purple,42,b,54faulaptoppurple42boa,o,a,
89,27,f,au,pc,blue,17,b,27faupcblue17bHP,H,P,
90,64,f,au,galaxy,purple,39,d,64faugalaxypurple39dDO,D,O,
91,36,f,au,iphone,maroon,33,d,36fauiphonemaroon33dSS,S,S,
92,71,m,au,laptop,orange,8,d,71maulaptoporange8ddp,d,p,
93,76,m,au,laptop,blue,76,d,76maulaptopblue76dec,e,c,
94,75,f,au,pc,coral,9,d,75faupccoral9dec,e,c,
95,56,m,au,pc,blue,4,c,56maupcblue4cJA,J,A,
96,56,f,au,laptop,black,13,c,56faulaptopblack13cGK,G,K,
97,52,f,au,laptop,aqua,2,d,52faulaptopaqua2dns,n,s,
98,63,f,au,pc,blue,9,b,63faupcblue9bja,j,a,
99,62,m,eu,pc,red,13,c,62meupcred13crh,r,h,
100,54,f,au,pc,blue,7,c,54faupcblue7cHL,H,L,
101,54,f,au,laptop,blue,5,b,54faulaptopblue5bpp,p,p,
102,74,f,au,iphone,olive,33,c,74fauiphoneolive33cFB,F,B,
103,80,f,au,laptop,blue,11,b,80faulaptopblue11bnp,n,p,
104,70,f,au,pc,ivory,13,b,70faupcivory13bhm,h,m,
105,62,f,au,pc,purple,12,d,62faupcpurple12def,e,f,
106,61,f,au,laptop,aqua,19,b,61faulaptopaqua19bMP,M,P,
107,65,f,au,pc,green,27,c,65faupcgreen27cea,e,a,
108,85,f,au,laptop,orange,7,d,85faulaptoporange7drp,r,p,
109,80,f,au,pc,yellow,23,d,80faupcyellow23dYS,Y,S,
110,67,m,au,laptop,white,3,b,67maulaptopwhite3bss,s,s,
111,74,f,au,ipad,blue,74,d,74fauipadblue74dER,E,R,
112,44,m,nz,pc,green,31,d,44mnzpcgreen31dep,e,p,
113,36,f,au,iphone,maroon,33,d,36fauiphonemaroon33dSS,S,S,
114,64,f,na,ipad,red,13,d,64fnaipadred13dNC,N,C,
115,55,f,au,pc,white,33,d,55faupcwhite33dTS,T,S,
116,62,f,au,laptop,magenta,8,pnts,62faulaptopmagenta8pntstc,t,c,
117,67,m,au,pc,blue,33,d,67maupcblue33dGP,G,P,
118,56,m,au,pc,blue,68,d,56maupcblue68dys,y,s,
119,60,f,au,pc,pea,2,b,60faupcpea2bmm,m,m,
120,23,m,au,pixel,white,94,d,23maupixelwhite94dEP,E,P,
121,67,f,au,laptop,red,22,n,67faulaptopred22nnc,n,c,
122,65,f,au,pc,blue,3,b,65faupcblue3bnc,n,c,
123,50,f,au,laptop,red,4,b,50faulaptopred4bct,c,t,
124,72,f,au,laptop,yellow,17,d,72faulaptopyellow17dnc,n,c,
125,67,f,au,laptop,blue,53,b,67faulaptopblue53byc,y,c,
126,66,f,au,laptop,pea,30,b,66faulaptoppea30bmc,m,c,
127,53,m,au,laptop,blue,7,d,53maulaptopblue7dnp,n,p,
128,64,f,au,pnts,pea,77,b,64faupntspea77bRA,R,A,
129,68,f,au,laptop,ivory,1,d,68faulaptopivory1dsa,s,a,
130,52,f,au,laptop,aqua,4,b,52faulaptopaqua4ben,e,n,
131,71,f,au,laptop,blue,6,d,71faulaptopblue6dwp,w,p,
132,68,f,au,surface,purple,68,d,68fausurfacepurple68dnc,n,c,
133,23,m,au,pc,teal,2,c,23maupcteal2cic,i,c,
134,60,f,eu,pc,purple,13,d,60feupcpurple13dmp,m,p,
135,70,f,eu,laptop,white,17,n,70feulaptopwhite17ncb,c,b,
136,62,f,au,pc,green,10,d,62faupcgreen10ddc,d,c,
137,33,f,au,laptop,teal,13,b,33faulaptopteal13bre,r,e,
138,68,f,au,laptop,ivory,1,d,68faulaptopivory1dsa,s,a,
139,67,f,au,laptop,blue,88,b,67faulaptopblue88bNm,N,m,
140,66,m,au,pc,blue,23,d,66maupcblue23dSS,S,S,
141,68,f,au,laptop,ivory,1,d,68faulaptopivory1dsa,s,a,
142,45,f,au,pc,blue,88,d,45faupcblue88dBS,B,S,
143,66,m,au,pc,aqua,69,b,66maupcaqua69brc,r,c,
144,72,m,au,laptop,blue,7,d,72maulaptopblue7dtl,t,l,
145,27,f,au,otherphone,brown,22,d,27fauotherphonebrown22dHC,H,C,
146,70,f,au,galaxy,teal,9,b,70faugalaxyteal9bYP,Y,P,
147,59,m,au,laptop,blue,17,d,59maulaptopblue17dnn,n,n,
148,25,f,au,pc,green,4,c,25faupcgreen4ctp,t,p,
149,67,f,au,pc,azure,28,c,67faupcazure28chc,h,c,
150,66,m,sa,laptop,green,3,c,66msalaptopgreen3cAS,A,S,
151,52,f,au,laptop,coral,17,d,52faulaptopcoral17dPr,P,r,
152,63,f,au,laptop,blue,50,c,63faulaptopblue50cyp,y,p,
153,75,f,au,ipad,magenta,33,d,75fauipadmagenta33dNI,N,I,
154,56,m,au,pc,blue,7,c,56maupcblue7cIP,I,P,
155,69,f,au,pc,red,15,b,69faupcred15bnc,n,c,
156,64,m,au,pc,black,1,c,64maupcblack1cyp,y,p,
157,23,pnts,pnts,pnts,coral,1,n,23pntspntspntscoral1nEA,E,A,
158,72,f,au,laptop,teal,20,b,72faulaptopteal20bkp,k,p,
159,61,m,au,pc,teal,42,d,61maupcteal42dhC,h,C,
160,63,f,au,othertablet,black,37,d,63fauothertabletblack37dRC,R,C,
161,62,f,au,laptop,yellow,11,d,62faulaptopyellow11dkl,k,l,
162,57,f,au,laptop,purple,1,d,57faulaptoppurple1dal,a,l,
163,81,m,au,laptop,blue,13,d,81maulaptopblue13dhc,h,c,
164,51,f,au,laptop,blue,7,d,51faulaptopblue7dWC,W,C,
165,59,f,au,pc,purple,61,d,59faupcpurple61dec,e,c,
166,62,m,au,pc,yellow,26,n,62maupcyellow26nec,e,c,
167,61,m,au,ipad,blue,13,d,61mauipadblue13dDC,D,C,
168,69,f,au,laptop,blue,13,c,69faulaptopblue13ctc,t,c,
169,44,m,au,laptop,blue,5,d,44maulaptopblue5dnc,n,c,
170,48,m,au,pnts,blue,17,c,48maupntsblue17cnc,n,c,
171,55,m,au,laptop,green,17,n,55maulaptopgreen17nsc,s,c,
172,71,f,au,laptop,blue,71,d,71faulaptopblue71das,a,s,
173,62,m,au,pc,ivory,90,c,62maupcivory90chl,h,l,
174,77,m,au,laptop,green,7,d,77maulaptopgreen7dNB,N,B,
175,77,m,au,laptop,green,7,d,77maulaptopgreen7dNB,N,B,
176,54,f,au,laptop,blue,30,d,54faulaptopblue30dGA,G,A,
177,71,f,au,laptop,blue,33,d,71faulaptopblue33dES,E,S,
178,64,f,au,laptop,blue,6,b,64faulaptopblue6byc,y,c,
179,59,m,au,laptop,red,58,b,59maulaptopred58brb,r,b,
180,39,m,au,ipad,blue,13,d,39mauipadblue13dJA,J,A,
181,60,f,au,laptop,purple,59,c,60faulaptoppurple59cpp,p,p,
182,39,m,au,ipad,blue,13,d,39mauipadblue13dJA,J,A,
183,66,m,au,laptop,blue,4,d,66maulaptopblue4dgm,g,m,
184,69,f,au,pc,fuchsia,37,b,69faupcfuchsia37bnr,n,r,
185,19,o,au,laptop,white,1,c,19oaulaptopwhite1csp,s,p,
186,65,f,au,ipad,wheat,8,d,65fauipadwheat8dYP,Y,P,
187,48,f,au,laptop,blue,3,d,48faulaptopblue3dnc,n,c,
188,69,m,au,laptop,yellow,13,d,69maulaptopyellow13dwC,w,C,
189,63,f,au,laptop,blue,36,d,63faulaptopblue36dRH,R,H,
190,62,f,au,laptop,aqua,66,d,62faulaptopaqua66drc,r,c,
191,59,f,au,pc,blue,3,c,59faupcblue3csa,s,a,
192,68,m,eu,pc,blue,86,d,68meupcblue86dnb,n,b,
193,67,f,au,laptop,teal,7,d,67faulaptopteal7dsL,s,L,
194,47,f,nz,pc,green,24,c,47fnzpcgreen24cra,r,a,
195,67,f,au,laptop,olden,16,b,67faulaptopolden16bkf,k,f,
196,74,f,au,laptop,red,19,c,74faulaptopred19csp,s,p,
197,51,f,au,laptop,azure,4,d,51faulaptopazure4dSC,S,C,
198,52,f,au,laptop,green,2,c,52faulaptopgreen2cgc,g,c,
199,63,m,au,pc,blue,17,d,63maupcblue17dls,l,s,
200,40,f,au,laptop,fuchsia,70,c,40faulaptopfuchsia70cap,a,p,
201,76,m,nz,pc,blue,7,c,76mnzpcblue7cMP,M,P,
202,69,f,au,laptop,green,4,c,69faulaptopgreen4crb,r,b,
203,58,f,au,laptop,red,13,d,58faulaptopred13dic,i,c,
204,65,f,au,laptop,cyan,42,b,65faulaptopcyan42bNp,N,p,
205,70,m,nz,pc,purple,69,c,70mnzpcpurple69cnm,n,m,
206,53,f,eu,laptop,blue,5,b,53feulaptopblue5bsc,s,c,
207,62,m,au,pc,blue,22,d,62maupcblue22dss,s,s,
208,59,m,au,laptop,maroon,60,d,59maulaptopmaroon60dem,e,m,
209,51,f,au,laptop,blue,2,c,51faulaptopblue2crI,r,I,
210,62,m,au,laptop,teal,58,d,62maulaptopteal58dsm,s,m,
211,50,f,au,ipad,azure,7,b,50fauipadazure7bNB,N,B,
212,65,f,au,galaxy,blue,17,b,65faugalaxyblue17bNP,N,P,
213,72,f,au,pc,blue,33,c,72faupcblue33cgp,g,p,
214,56,m,au,pc,blue,7,b,56maupcblue7bhe,h,e,
215,57,f,au,laptop,aqua,14,d,57faulaptopaqua14dac,a,c,
216,66,f,au,laptop,green,69,c,66faulaptopgreen69cea,e,a,
217,71,m,au,pc,orange,3,d,71maupcorange3dlk,l,k,
218,63,f,au,laptop,azure,63,c,63faulaptopazure63crT,r,T,
219,63,f,au,galaxy,white,56,d,63faugalaxywhite56dEC,E,C,
220,62,f,au,ipad,navy,16,n,62fauipadnavy16ntp,t,p,
221,74,f,au,pc,green,3,c,74faupcgreen3clm,l,m,
222,36,m,au,laptop,blue,36,c,36maulaptopblue36cts,t,s,
223,71,f,au,laptop,aqua,7,d,71faulaptopaqua7dbc,b,c,
224,70,m,au,pc,purple,49,d,70maupcpurple49deb,e,b,
225,63,f,au,laptop,blue,63,n,63faulaptopblue63nrs,r,s,
226,53,m,au,laptop,black,1,n,53maulaptopblack1nLA,L,A,
227,60,f,au,pc,azure,7,b,60faupcazure7bdt,d,t,
228,59,f,au,laptop,teal,12,d,59faulaptopteal12dsb,s,b,
229,55,f,au,laptop,green,7,d,55faulaptopgreen7dec,e,c,
230,67,f,au,laptop,red,7,d,67faulaptopred7dsc,s,c,
231,62,m,eu,laptop,blue,14,b,62meulaptopblue14bbc,b,c,
232,61,m,au,laptop,yellow,1,n,61maulaptopyellow1nrp,r,p,
233,48,m,au,laptop,blue,7,b,48maulaptopblue7bwc,w,c,
234,65,f,na,pc,purple,19,d,65fnapcpurple19dRA,R,A,
235,65,f,eu,laptop,blue,9,d,65feulaptopblue9ddo,d,o,
236,56,f,au,galaxy,navy,7,c,56faugalaxynavy7cAM,A,M,
237,69,m,au,laptop,purple,69,d,69maulaptoppurple69des,e,s,
238,57,m,au,pc,green,5,c,57maupcgreen5ccs,c,s,
239,80,f,au,pc,white,29,d,80faupcwhite29dsf,s,f,
240,46,f,au,laptop,green,74,d,46faulaptopgreen74dsc,s,c,
241,79,f,au,laptop,purple,60,c,79faulaptoppurple60cmc,m,c,
242,68,f,au,ipad,purple,13,c,68fauipadpurple13cDC,D,C,
243,62,f,au,pc,purple,9,d,62faupcpurple9dwc,w,c,
244,45,f,au,pc,blue,3,d,45faupcblue3dRB,R,B,
245,52,m,au,pc,green,5,b,52maupcgreen5bms,m,s,
246,61,f,au,laptop,blue,21,c,61faulaptopblue21cec,e,c,
247,69,f,au,pc,green,23,c,69faupcgreen23cya,y,a,
248,38,f,au,laptop,silver,81,b,38faulaptopsilver81bSB,S,B,
249,62,m,au,laptop,coral,44,c,62maulaptopcoral44csc,s,c,
250,40,pnts,na,ipad,teal,99,n,40pntsnaipadteal99nHC,H,C,
251,62,f,au,laptop,yellow,11,d,62faulaptopyellow11dkl,k,l,
252,69,f,au,laptop,blue,11,b,69faulaptopblue11bdp,d,p,
253,58,f,au,othertablet,yellow,7,d,58fauothertabletyellow7dTS,T,S,
254,68,m,eu,laptop,blue,10,d,68meulaptopblue10dNP,N,P,
255,67,f,au,laptop,maroon,55,d,67faulaptopmaroon55dlt,l,t,
256,56,m,eu,ipad,blue,63,c,56meuipadblue63cSP,S,P,
257,59,f,au,laptop,blue,6,n,59faulaptopblue6nnb,n,b,
258,29,f,eu,pc,azure,36,b,29feupcazure36bwf,w,f,
259,58,m,au,laptop,red,33,d,58maulaptopred33dHC,H,C,
260,40,m,au,laptop,purple,7,c,40maulaptoppurple7ctb,t,b,
261,64,m,eu,pc,green,56,d,64meupcgreen56dnb,n,b,
262,65,f,au,laptop,blue,23,d,65faulaptopblue23dNc,N,c,
263,38,m,eu,pc,blue,69,b,38meupcblue69bes,e,s,
264,58,f,au,ipad,blue,7,c,58fauipadblue7cNP,N,P,
265,67,m,au,laptop,blue,50,b,67maulaptopblue50byt,y,t,
266,50,f,au,laptop,purple,69,d,50faulaptoppurple69dfc,f,c,
267,72,m,au,laptop,blue,43,d,72maulaptopblue43dsb,s,b,
268,68,m,au,pc,orange,27,c,68maupcorange27crc,r,c,
269,67,m,au,laptop,green,4,d,67maulaptopgreen4dYP,Y,P,
270,70,f,au,laptop,green,9,c,70faulaptopgreen9cYo,Y,o,
271,63,f,au,laptop,red,7,d,63faulaptopred7dec,e,c,
272,68,f,au,laptop,blue,28,c,68faulaptopblue28cdc,d,c,
273,50,f,au,laptop,yellow,23,b,50faulaptopyellow23bEc,E,c,
274,75,f,au,laptop,aqua,78,n,75faulaptopaqua78nsp,s,p,
275,68,m,au,pc,blue,5,d,68maupcblue5dym,y,m,
276,71,f,na,laptop,teal,4,c,71fnalaptopteal4cms,m,s,
277,71,f,eu,ipad,blue,3,b,71feuipadblue3bLC,L,C,
278,65,m,au,laptop,blue,77,b,65maulaptopblue77bsm,s,m,
279,57,m,au,pc,red,69,d,57maupcred69dkp,k,p,
280,63,f,au,pc,purple,81,d,63faupcpurple81dnp,n,p,
281,64,f,au,galaxy,green,88,d,64faugalaxygreen88dYC,Y,C,
282,57,m,au,pc,orange,3,c,57maupcorange3cMR,M,R,
283,65,f,au,laptop,green,26,c,65faulaptopgreen26crm,r,m,
284,72,f,au,pc,blue,22,d,72faupcblue22dsc,s,c,
285,70,f,au,ipad,blue,13,d,70fauipadblue13dYI,Y,I,
286,31,f,nz,laptop,purple,66,c,31fnzlaptoppurple66cmm,m,m,
287,62,m,au,laptop,teal,9,n,62maulaptopteal9nnp,n,p,
288,61,f,au,laptop,azure,9,c,61faulaptopazure9cnc,n,c,
289,73,m,au,galaxy,red,73,d,73maugalaxyred73dHP,H,P,
290,64,f,au,pc,purple,7,c,64faupcpurple7cBT,B,T,
291,65,f,eu,laptop,green,25,d,65feulaptopgreen25dyr,y,r,
292,57,m,na,surface,blue,69,d,57mnasurfaceblue69dlb,l,b,
293,75,f,au,pc,pnts,43,pnts,75faupcpnts43pntseb,e,b,
294,65,f,au,laptop,green,47,c,65faulaptopgreen47cks,k,s,
295,62,m,au,laptop,teal,57,d,62maulaptopteal57dAc,A,c,
296,77,m,au,pc,red,1,d,77maupcred1dNT,N,T,
297,74,f,au,ipad,purple,15,d,74fauipadpurple15dOT,O,T,
298,67,f,au,laptop,green,6,b,67faulaptopgreen6brm,r,m,
299,59,f,au,pc,purple,42,b,59faupcpurple42bsc,s,c,
300,68,m,au,pc,yellow,69,d,68maupcyellow69dmh,m,h,
301,76,f,au,pc,green,16,b,76faupcgreen16brq,r,q,
302,56,m,au,laptop,black,63,d,56maulaptopblack63ddw,d,w,
303,53,f,au,pc,green,13,d,53faupcgreen13dlf,l,f,
304,59,m,au,laptop,blue,8,d,59maulaptopblue8dyh,y,h,
305,71,f,au,laptop,red,6,b,71faulaptopred6bkt,k,t,
306,66,m,au,laptop,teal,7,n,66maulaptopteal7nnp,n,p,
307,72,f,au,laptop,blue,7,b,72faulaptopblue7bsc,s,c,
308,55,f,au,pc,navy,64,d,55faupcnavy64dtc,t,c,
309,59,f,au,pc,teal,73,b,59faupcteal73bnn,n,n,
310,55,m,au,pc,blue,46,d,55maupcblue46dkp,k,p,
311,63,f,au,ipad,teal,16,d,63fauipadteal16dSL,S,L,
312,55,f,au,laptop,purple,13,b,55faulaptoppurple13bBF,B,F,
313,55,f,au,laptop,green,7,d,55faulaptopgreen7dec,e,c,
314,60,m,au,laptop,aqua,7,d,60maulaptopaqua7dsc,s,c,
315,86,f,au,pc,aqua,33,b,86faupcaqua33bns,n,s,
316,48,m,au,pc,blue,7,c,48maupcblue7cWR,W,R,
317,64,f,au,ipad,green,33,d,64fauipadgreen33dRP,R,P,
318,64,m,au,laptop,blue,1,b,64maulaptopblue1bem,e,m,
319,74,f,eu,laptop,blue,50,d,74feulaptopblue50dgs,g,s,
320,65,f,au,pc,green,13,b,65faupcgreen13bcv,c,v,
321,66,f,au,ipad,purple,13,b,66fauipadpurple13bTC,T,C,
322,60,m,au,laptop,blue,18,d,60maulaptopblue18dip,i,p,
323,75,f,eu,laptop,azure,12,d,75feulaptopazure12dns,n,s,
324,65,f,au,laptop,blue,28,c,65faulaptopblue28css,s,s,
325,67,f,au,pc,teal,27,c,67faupcteal27cdp,d,p,
326,63,f,au,laptop,blue,15,d,63faulaptopblue15dnc,n,c,
327,75,f,au,laptop,blue,99,c,75faulaptopblue99cnf,n,f,
328,55,f,au,laptop,black,77,c,55faulaptopblack77cLC,L,C,
329,61,f,au,pc,blue,5,d,61faupcblue5dgd,g,d,
330,65,f,au,laptop,blue,6,b,65faulaptopblue6boc,o,c,
331,83,m,eu,laptop,blue,22,b,83meulaptopblue22brr,r,r,
332,60,f,au,laptop,purple,6,d,60faulaptoppurple6dys,y,s,
333,70,m,au,pc,blue,13,d,70maupcblue13dds,d,s,
334,68,f,au,laptop,blue,28,c,68faulaptopblue28cdc,d,c,
335,58,f,au,laptop,purple,38,d,58faulaptoppurple38dhi,h,i,
336,59,f,au,laptop,blue,44,b,59faulaptopblue44bnm,n,m,
337,67,f,au,laptop,blue,4,d,67faulaptopblue4dNB,N,B,
338,55,f,au,pc,purple,64,c,55faupcpurple64cda,d,a,
339,85,f,au,pc,red,33,b,85faupcred33bne,n,e,
340,67,f,eu,pc,green,13,d,67feupcgreen13djE,j,E,
341,47,f,au,laptop,orange,27,d,47faulaptoporange27dds,d,s,
342,60,m,au,laptop,blue,60,d,60maulaptopblue60dlo,l,o,
343,52,f,au,pc,blue,16,b,52faupcblue16byc,y,c,
344,67,f,au,laptop,yellow,82,c,67faulaptopyellow82cLI,L,I,
345,53,f,au,pc,yellow,67,b,53faupcyellow67blc,l,c,
346,51,m,au,laptop,black,13,c,51maulaptopblack13chc,h,c,
347,80,f,au,laptop,blue,17,d,80faulaptopblue17drs,r,s,
348,58,m,au,laptop,orange,17,d,58maulaptoporange17dNB,N,B,
349,47,f,au,pc,purple,7,c,47faupcpurple7cer,e,r,
350,67,f,au,laptop,fuchsia,52,c,67faulaptopfuchsia52cdi,d,i,
351,75,f,au,pc,pnts,43,pnts,75faupcpnts43pntseb,e,b,
352,54,f,au,laptop,green,5,b,54faulaptopgreen5bMc,M,c,
353,63,f,au,laptop,blue,24,b,63faulaptopblue24bTA,T,A,
354,79,m,au,laptop,white,79,b,79maulaptopwhite79bep,e,p,
355,64,m,au,pc,blue,55,d,64maupcblue55dbz,b,z,
356,13,f,au,ipad,black,21,c,13fauipadblack21cNT,N,T,
357,70,m,au,laptop,maroon,22,c,70maulaptopmaroon22cTS,T,S,
358,64,m,au,ipad,green,7,b,64mauipadgreen7bys,y,s,
359,70,m,au,othertablet,blue,90,d,70mauothertabletblue90d??,?,?,
360,62,f,au,laptop,yellow,11,d,62faulaptopyellow11dkl,k,l,
361,58,f,au,laptop,aqua,48,b,58faulaptopaqua48byc,y,c,
362,62,m,au,laptop,red,12,b,62maulaptopred12bes,e,s,
363,66,f,au,ipad,purple,13,b,66fauipadpurple13bNP,N,P,
364,50,f,au,laptop,green,1,d,50faulaptopgreen1dsp,s,p,
365,81,f,au,laptop,green,81,c,81faulaptopgreen81cey,e,y,
366,71,m,nz,pc,teal,27,c,71mnzpcteal27ctl,t,l,
367,64,m,au,pc,green,76,c,64maupcgreen76cgc,g,c,
368,55,m,au,pc,blue,99,c,55maupcblue99chc,h,c,
369,71,m,au,pc,green,3,n,71maupcgreen3nns,n,s,
370,54,m,au,pc,blue,69,d,54maupcblue69dMC,M,C,
371,63,f,au,laptop,pea,1,n,63faulaptoppea1nec,e,c,
372,55,m,au,laptop,white,97,d,55maulaptopwhite97dmi,m,i,
373,69,m,au,laptop,blue,9,d,69maulaptopblue9dac,a,c,
374,66,f,au,laptop,purple,7,d,66faulaptoppurple7dLt,L,t,
375,63,f,au,laptop,pea,1,n,63faulaptoppea1nec,e,c,
376,75,m,au,pc,blue,44,d,75maupcblue44dnb,n,b,
377,63,f,au,laptop,green,99,c,63faulaptopgreen99ceb,e,b,
378,69,f,au,laptop,navy,7,d,69faulaptopnavy7dmp,m,p,
379,53,m,au,laptop,orange,42,d,53maulaptoporange42dmc,m,c,
380,46,f,au,pc,green,7,n,46faupcgreen7nkb,k,b,
381,70,m,au,laptop,yellow,10,c,70maulaptopyellow10clc,l,c,
382,61,f,au,laptop,blue,57,c,61faulaptopblue57cec,e,c,
383,61,m,au,laptop,navy,77,d,61maulaptopnavy77dNP,N,P,
384,60,m,nz,laptop,blue,24,d,60mnzlaptopblue24dyL,y,L,
385,70,m,au,laptop,green,33,d,70maulaptopgreen33dsL,s,L,
386,60,m,au,laptop,blue,24,d,60maulaptopblue24dns,n,s,
387,57,pnts,au,laptop,blue,11,b,57pntsaulaptopblue11bap,a,p,
388,56,m,au,laptop,crimson,10,c,56maulaptopcrimson10cHC,H,C,
389,64,m,au,laptop,black,10,c,64maulaptopblack10cEH,E,H,
390,60,f,au,pc,teal,30,b,60faupcteal30bMI,M,I,
391,74,m,au,laptop,blue,13,c,74maulaptopblue13cdj,d,j,
392,45,m,au,ipad,green,88,d,45mauipadgreen88dPP,P,P,
393,65,f,au,laptop,maroon,87,d,65faulaptopmaroon87dng,n,g,
