id,internal_id,test_id,user_id,startedTime,updateTime,finished
504,1027,32,84,4/12/2019 23:08,4/12/2019 23:08,0
505,1029,32,171,8/12/2019 22:10,8/12/2019 22:10,0
506,1033,32,168,8/12/2019 22:10,8/12/2019 22:26,0
507,1032,32,171,8/12/2019 22:25,8/12/2019 22:25,0
508,1034,32,168,8/12/2019 22:36,8/12/2019 22:36,0
509,1035,32,171,8/12/2019 22:37,8/12/2019 22:37,0
510,1036,32,1,8/12/2019 22:47,8/12/2019 22:47,0
511,1037,32,168,8/12/2019 22:52,8/12/2019 22:52,0
512,1038,32,168,8/12/2019 23:06,8/12/2019 23:06,0
513,1042,32,1,9/12/2019 9:42,9/12/2019 9:43,0
514,1043,32,1,9/12/2019 9:56,9/12/2019 9:56,0
515,1045,32,154,9/12/2019 23:24,9/12/2019 23:24,0
516,1046,32,154,9/12/2019 23:58,9/12/2019 23:58,0
517,1047,32,106,11/12/2019 0:54,11/12/2019 0:54,0
518,1048,32,106,11/12/2019 1:08,11/12/2019 1:08,0
519,1049,32,118,17/12/2019 1:57,17/12/2019 1:57,0
520,1050,32,118,17/12/2019 2:14,17/12/2019 2:14,0
